event_id,supply_security_impact,procurement_cost_impact,investment_opportunity_impact,geopolitical_risk_impact,catl_exposure,impact_level,impact_summary
1a5fe9515218,低,低,低,低,lithium hydroxide,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
08721dd4fd86,高,高,低,低,lithium,中,该事件对供给安全为高、采购成本为高、投资机会为低、地缘风险为低，建议纳入周度跟踪。
d70ec8800fac,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
14d05e7e8efd,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
2f8339f3c83e,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
5dba0a78db0e,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ea8095716aa0,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
15858b5a9dfd,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
e580aa585d10,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3227a0a7f39a,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
d2e413a64e7a,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a85b19afaa56,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
36e6bac9bcce,低,低,低,低,lithium hydroxide,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ddbef700a83f,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
b4ad9ff71153,低,低,低,低,Chile / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
676978f4ed89,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a916ed61688f,低,低,低,中,Australia / Greenbushes / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
b52ff03f4372,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
f625ff55f628,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
60b0426a6c57,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3b061428c5b0,低,低,低,低,lithium hydroxide,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
5f66734bab62,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3700b9fb8483,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
4b387608f8ff,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
408e6a31f286,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c293da53dc16,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
44696eb3281d,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
375a753c0842,低,低,低,低,Zimbabwe / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ae204bca70b8,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
75ef10b1b9a8,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
e6930a5fdd8a,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
b5de5c969ece,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ed654102717b,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
37715d5ac6c1,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
896981f98827,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
da4ad23c4c03,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
77168f376583,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
753e9a410390,低,低,低,低,lithium hydroxide,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c56b2f319b19,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
b6c364c7a24b,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
dceb66b27101,高,高,低,低,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
a0c58aa463f2,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ab1a104d5c7f,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
79fb4683cde6,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c40f04eb4a42,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
de7cebab3cd2,低,低,低,低,Zimbabwe / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
e87cd0c976b0,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
df6b0b82b69e,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
6ff5371b7bab,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
bea4213829fa,低,低,低,低,Ewoyaa / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
d32f79ca054d,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
dbf7c20f81e8,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
89de39bfe651,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
48184c3b7fea,低,低,低,低,brine,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
5d100e7e70bb,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
b338973bc39b,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
4aa126ae1dae,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
fa0702fce847,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
23028070e1c3,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a344c3094690,高,高,低,低,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
d09fc1a7e904,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
9f0a0776de04,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a78463e67c19,低,低,低,低,Zimbabwe / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
8dac2bc466cd,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
1d806bfee56a,低,低,低,低,Argentina / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
cb7cb69e5c3a,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
9e54692679a3,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
cc51155344e8,低,低,低,低,spodumene,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a7512f62699c,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
6b007e97a0a5,低,低,低,低,Thacker Pass / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
35581c790ad6,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
5a494f0fd584,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
93fcd85c3fa6,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
8e37ec5aab66,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
af4460f6f621,高,高,低,低,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
c2edb3fe98b2,高,高,低,低,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
2dafacc3fe2a,低,低,低,低,Zimbabwe / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
2c3e95ac59b6,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
94cf58f0ba38,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3c3923fe14e5,低,低,低,低,Argentina / lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
dbfe06ff4a9f,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
edead95b3721,低,低,高,低,Kathleen Valley / lithium,中,Liontown signs another Kathleen Valley offtake deal - Mining Weekly可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
6f79d7c77ee9,高,高,低,低,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
7b08da8354bf,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
486141cd4c52,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
d4b6a6f4d83d,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
318e40dcbf88,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
cf456be43286,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ee538e12a8c0,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
edadfd9c0cf1,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
1e9313ef5746,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
21e2245ce8b3,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
24942a9fc103,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
932f87807688,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
26cf675f57ab,高,高,低,低,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
68f9820e43ce,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
1e18f1057a52,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
7ee92713074b,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
29df1bad82fc,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
e38bfddb2db3,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ca9296165647,高,高,低,低,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
14006aa42a02,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
b328caad8f3b,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
7ae8ae076623,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
44be356bba37,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
7856031a266d,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
5ca7feee1b37,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
f6b4ef26b391,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
5e50a720125a,低,低,低,低,spodumene,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
e0a2a0a44131,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
3b747e8d96ab,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a4fe1fa9dece,高,高,低,低,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
fb38691ce67a,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
d963573fc1b4,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
da677fbf6f96,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c44de751cbf1,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
2f7b06cfde7f,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
54361b8a9e5b,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
58d75c6f5953,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
17c51bba4009,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
f3793377b712,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
8a3ecdb446a6,低,低,低,低,spodumene,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
82156821364f,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
a68ef90c5c18,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
069d84b7deab,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
90cd1ef3f0e5,高,高,低,低,lithium,中,相关区域事件可能影响资源可得性，建议立即评估替代资源、采购安全库存和项目推进节奏。
fc78ac8a5eb7,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
bf8fab797b47,低,低,低,低,brine,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c3cff362227c,低,低,低,低,spodumene,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
c10857a6446c,低,低,高,低,lithium,中,T5 Smackover Partners signs offtake agreement for geothermal lithium in Texas - ThinkGeoEnergy可能改变优质资源竞争格局，建议判断是否需要进入优先接触或跟踪清单。
43ba48e82d83,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
6a869c17ab7b,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
ff5a68913240,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
b2f3441db2f1,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
521084efe2d9,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
db4a12c1683a,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
e5252c2d5486,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
13737b329bf8,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
0d4d318459a2,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
23949bfa32de,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
1065ed9561be,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
0bec0fd9beae,低,低,低,低,lithium,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
67dcc31e1471,低,低,低,低,spodumene,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
883102d9ee4c,低,低,低,中,Australia / Greenbushes / spodumene,中,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为中，建议纳入周度跟踪。
6663b38333d7,中,高,中,中,spodumene,低,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
2587e35dee8a,中,高,中,中,Australia / spodumene,低,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
b90c2386c29c,中,高,中,中,spodumene,低,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
0dae4831f765,中,高,中,中,spodumene,低,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
34324c8846a8,中,高,中,中,spodumene,低,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
a56f2c5a354a,中,高,中,中,spodumene,低,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
38677548f4fe,中,高,中,中,Zimbabwe / spodumene,低,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
5f17bc5907ea,中,中,中,中,brine,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
aaad4446a44c,中,中,中,中,brine,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
c0dc2f02e574,中,低,高,低,Hombre Muerto / brine,低,相关区域项目审批进展会影响未来供给兑现，建议更新项目投产概率和资源池排序。
6a4b1f42d92c,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
5e560db862b9,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
f964aa5462bc,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
8d99db195174,中,高,中,中,lithium,低,该事件对供给安全为中、采购成本为高、投资机会为中、地缘风险为中，建议纳入周度跟踪。
a6092b602a80,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
94b87a8a1b81,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
d3254fdb4b0e,中,中,中,中,brine,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
6ca58ddb9242,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
45a351033067,中,中,中,中,brine,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
cab587535045,中,中,中,中,brine,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
894332296a95,中,中,中,中,brine,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
4d90682ee2a2,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
f6d1d0a9083d,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
1a0c4fff9b7f,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
61970241a41c,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
41c50de06d51,低,低,低,低,Argentina / lithium,低,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
1d45a66647ee,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
242e7fe06ea3,低,低,低,低,Argentina / lithium,低,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
bdd8c6712d85,低,低,低,低,Argentina / lithium,低,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
13a83d800a58,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
84f5591d5266,中,中,中,中,lithium,低,相关区域政策变量正在改变项目经济性，建议复核税费、合规成本和投资回报假设。
7d90ca1028dd,低,低,低,低,lithium,低,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
4ecfa1c06aec,低,低,低,低,lithium,低,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
58baf939fa3a,低,低,低,低,lithium,低,该事件对供给安全为低、采购成本为低、投资机会为低、地缘风险为低，建议纳入周度跟踪。
