title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Modernization of Energy and Communal Sectors (MEKS) 2025â2029,"<div>The Project provides funds for a comprehensive renovation of networks and facilities for heat, electricity, water supply, and wastewater disposal systems. This includes the modernization of heating networks, pipelines and grids.Â </div>",In force,2025,National,International Energy Agency,2024-12-25,2029,https://adilet.zan.kz/kaz/docs/P2400001102/history,,1772802472608,"[{""iso3"":""KAZ"",""name"":""Kazakhstan""}]",[],[],[],"[{""topic"":""Buildings"",""family"":""Economic"",""name"":""Energy-efficient buildings spending programmes"",""category"":""Existing buildings""},{""topic"":""Industry"",""family"":""Economic"",""name"":""Energy efficiency and recycling spending programmes"",""category"":null},{""topic"":""Power"",""family"":""Economic"",""name"":""Electricity networks spending programmes"",""category"":null}]"
"Law on mandatory reserves of oil, law on mandatory reserve of oil derivatives and law on mandatory reserve of natural gas","<div>The adoption of these three new laws governing the oil and gas sector helps to strengthen the security, quality and reliability of supply to the domestic market, and harmonizes with European Union regulations in these areas.</div>",In force,2025,National,International Energy Agency,2025-12-03,,https://www.mre.gov.rs/vest/13588/narodna-skupstina-usvojila-zakon-o-nafti-zakon-o-gasu-i-zakon-o-obaveznim-rezervama-nafte-derivata-nafte-i-prirodnog-gasa.php,,1773051450541,"[{""iso3"":""SRB"",""name"":""Serbia""}]",[],[],[],"[{""topic"":""Fuels"",""family"":""Prescriptive"",""name"":""Gas stockholding obligation"",""category"":""Strategic reserves""}]"
Support for the acquisition and implementation of high-performance industrial equipment and/or processes,<div>The Scheme aims at providing grants to industries in order to replace and optimise production equipment and processes.</div>,In force,2025,National,International Energy Agency,2025-03-15,,https://aprue.org.dz/fr/programmes-publics/programme-national-de-maitrise-de-lenergie/industrie/,,1773166379718,"[{""iso3"":""DZA"",""name"":""Algeria""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Economic"",""name"":""Energy efficiency and recycling spending programmes"",""category"":null}]"
Integrated Mineral Resources and Energy Policy (PIRME),"<div>The Integrated Mineral Resources and Energy Policy (PIRME) sets the long-term vision for the mining and energy sectors in Cote d'Ivoire. It aims to increase their contribution to to GDP from 7% in 2022 to 14% by 2040, with a rise of mineral resources extractions and renewable deployment.Â </div>",In force,2025,National,International Energy Agency,2025-12-05,,https://www.energie.gouv.ci/actualite/la-cote-divoire-deploie-la-pirme-sa-premiere-strategie-integree-secteur-extractif-energie-pour-accelerer-sa-transformation-economique-69330b845665d,,1773327587807,"[{""iso3"":""CIV"",""name"":""Cote D'ivoire""}]",[],[],[],"[{""topic"":""Economy-wide"",""family"":""General legal framework"",""name"":""Master Energy Plan"",""category"":null},{""topic"":""Industry"",""family"":""General legal framework"",""name"":""Strategic plans"",""category"":null}]"
Angola Biofuels Strategy (2025-2050),"<div>The Biofuels Strategy (2025â2050) is a strategic framework developed by the Ministry of Mineral Resources, Oil and Gas (MIREMPET) to leverage Angola's agricultural potential and oil infrastructure for a sustainable energy transition. The plan focuses on producing first-generation biofuels (bioethanol, biogas, and biodiesel) and second-generation ""advanced"" biofuels, including biomethane, biohydrogen, and Sustainable Aviation Fuel (SAF).<br><br></div><div>Key quantitative targets and goals for the strategy include:</div><ul><li>Production Launch: Commercial biofuel production is targeted to begin by 2030.</li><li>Economic Impact: A projected accumulated revenue of approximately $50 billion by 2050.</li><li>Job Creation: The strategy aims to create roughly 2 million new jobs across the value chain, primarily supporting rural and agricultural development.</li><li>SAF Production: A major focus on producing 15 million tons of Sustainable Aviation Fuel by 2050, requiring an estimated 110,000 kmÂ² of land for energy-dedicated crops.</li><li>Blending Mandates: Proposed initial targets of 5% bioethanol and 1-3% biodiesel incorporation into conventional fuels by 2030.</li><li>GHG Reduction: Alignment with international aviation goals to achieve a 5% reduction in CO2 emissions by 2030 through cleaner fuels.</li></ul><div>Implementation is structured around four pillars: establishing an attractive legal framework (including Bio-energy Villages and carbon credit mechanisms), infrastructure development (repurposing oil assets and building biorefineries), social development (rural electrification and technical training), and promoting green energy exports to international markets</div>",In force,2025,National,International Energy Agency,2024-01-01,2050,https://c2a.portais.gov.ao/uploads/ESTRATEGIA_BIOCOMBUSTIVEIS_2025_2050_3a38ebcf09.pdf,,1777387028235,"[{""iso3"":""AGO"",""name"":""Angola""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Performance-based"",""name"":""Biofuel blending mandate"",""category"":null}]"
Ethiopia E-Mobility Strategy and Implementation Plan,"<div>The E-mobility Strategy (2025-2030) is a government-led roadmap to create a national charging network, mandating the availability of 1,176 reliable charging centers in Addis Ababa and 1,054 centers in regional areas by 2030. The programme involves direct government investment for the initial stages of infrastructure provision and targeted intervention in locations where private sector interest is minimal. Specific quantitative standards include placing one charging station every 50km on both sides of highways and at least one fast-charging station every 120km for heavy-duty vehicles like buses and trucks.<br><br></div><div>Financial execution is supported through project financing and lease financing provided by the Development Bank of Ethiopia (EDB), while public utilities (EEP and EEU) are tasked with investing in public charging infrastructure within their premises and across the national grid. To further reduce the capital burden, the government provides tax credits and exemptions for businesses investing in charging equipment and mandates the integration of charging points into national building codes and existing fuel stations.</div>",In force,2025,National,International Energy Agency,2025-10-01,2030,https://www.motl.gov.et/sites/default/files/resource/V4_Oct%2010_E-mobility%20Strategy%20and%20Implementation%20Plan.pdf,,1777376587204,"[{""iso3"":""ETH"",""name"":""Ethiopia""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Economic"",""name"":""Charging infrastructure spending programmes"",""category"":null}]"
National Public Sector Solarisation Initiative (NPSSI),"<div>The National Public Sector Solarisation Initiative (NPSSI) is a federal government programme launched in 2025 to deploy solar power systems in public institutions across Nigeria. The initiative has initial funding of about â¦100 billion and aims to replace diesel generators with solar mini-grids and renewable power systems in schools, hospitals, government offices and other critical facilities. The programme seeks to reduce energy costs, improve reliability of electricity supply and support Nigeriaâs clean energy transition.Â </div>",In force,2025,National,International Energy Agency,2025-08-01,,https://www.rea.gov.ng/rea-newsletter-august-2025.pdf,,1775662642167,"[{""iso3"":""NGA"",""name"":""Nigeria""}]",[],[],[],"[{""topic"":""Power"",""family"":""Economic"",""name"":""Power generation spending programmes"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Batteries""}]"
South African Renewable Energy Masterplan,"<div>This plan has a vision to 2030 and aims to develop renewable energy in the country. Key objectives are to foster renewables energy and battery storage project, to expand the industrial capacity in the renewable energy and storage value chain to create and sustain decent employment across the value chain, to shift to a more low-carbon electricity supply industry.</div>",In force,2025,National,International Energy Agency,2025-04-02,,https://www.gov.za/sites/default/files/gcis_document/202506/south-african-renewable-energy-masterplan.pdf,,1773755965085,"[{""iso3"":""ZAF"",""name"":""South Africa""}]",[],[],[],"[{""topic"":""Economy-wide"",""family"":""General legal framework"",""name"":""Master Energy Plan"",""category"":null}]"
Law 109/2025 on greenhouse gas emissions tax,"<div>Serbia introduced taxes on greenhouse gas emissions (CO2, N2O and PFCs) starting from January 2026. The tax cover the production of electricity, cement, aluminium, artificial fertilizers and nitrogen compounds and crude iron, steel, and ferroalloys. The tax rate is set at four euros per ton of CO2 equivalent.Â </div>",In force,2026,National,International Energy Agency,2025-12-05,,https://mfin.gov.rs/sr/propisi-1/zakon-o-porezu-na-emisije-gasova-sa-efektom-staklene-bate-sl-glasnik-rs-br-1092025-1,,1773769217453,"[{""iso3"":""SRB"",""name"":""Serbia""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Economic"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Power"",""family"":""Economic"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""}]"
Carbon Fee System under Climate Change Response Act,"<div>The Climate Change Response Act establishes a carbon fee system in Taiwan, targeting large emitters including power generation and industrial sectors. The system applies to facilities emitting more than 25,000 tonnes of COâ per year and is designed to incentivise emissions reductions through economic signals.<br><br></div><div>The carbon fee was implemented from 2025, with payments starting in 2026, and an initial rate of approximately NT$300 per tonne of COâ. Covered entities are required to report emissions and may submit reduction plans to qualify for preferential rates.</div>",In force,2025,National,International Energy Agency,2025-01-01,,https://www.moenv.gov.tw/en/news/press-releases/30237.html,,1775662643314,"[{""iso3"":""TWN"",""name"":""Chinese Taipei""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Economic"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Power"",""family"":""Economic"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""}]"
Development of village electricity networks and community gas networks,"<div>The budget for the Ministry of Energy and Mineral Resources has been set at USD 1.3 million (21.67 billion Indonesian rupiah) for the 2026 financial year; it will be used for the development of the town gas network, oil, gas and coal exploration activities, and the programme aimed at increasing the electrification rate.</div>",In force,2026,National,International Energy Agency,2025-09-03,2027,https://www.esdm.go.id/id/media-center/arsip-berita/anggaran-2026-prioritaskan-pembangunan-listrik-desa-dan-jaringan-gas-masyarakat,,1777384822784,"[{""iso3"":""IDN"",""name"":""Indonesia""}]",[],[],[],"[{""topic"":""Buildings"",""family"":""Economic"",""name"":""Energy access spending programmes"",""category"":""Clean cooking""},{""topic"":""Buildings"",""family"":""Economic"",""name"":""Energy access spending programmes"",""category"":""Electricity access""},{""topic"":""Power"",""family"":""Economic"",""name"":""Electricity networks spending programmes"",""category"":null}]"
Value-Added Tax and Luxury Goods Tax for certain electric vehicles,"<div>The regulation reduces or exempts taxes on electric cars and buses to incentivise electric vehicle adoption in Indonesia, support low-emission transport transition and reduce upfront cost of EVs for consumers</div>",In force,2025,National,International Energy Agency,2025-02-04,,https://peraturan.bpk.go.id/Details/313577/pmk-no-12-tahun-2025,,1774029151568,"[{""iso3"":""IDN"",""name"":""Indonesia""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Economic"",""name"":""Low-emissions and efficient transport spending programmes"",""category"":""Light-duty vehicles""},{""topic"":""Transport"",""family"":""Economic"",""name"":""Low-emissions and efficient transport spending programmes"",""category"":""Buses""}]"
Citizens Energy Package,"<div>The Citizens Energy Package aims to tackle energy poverty by supporting Member States in reducing electricity taxes and levies for households, fostering the development of energy communities, encouraging the uptake of flexible retail electricity contracts, introducing enhanced safeguards against disconnections and long-term structural reforms.</div>",In force,2026,International,International Energy Agency,2026-03-10,,https://energy.ec.europa.eu/news/commission-boost-access-affordable-and-clean-energy-all-europeans-2026-03-10_en,,1775662647954,"[{""iso3"":""EUR"",""name"":""European Union""}]",[],[],[],"[{""topic"":""Economy-wide"",""family"":""Economic"",""name"":""Energy affordability spending programmes"",""category"":null}]"
Innovation Fund - Battery Booster Facility,"<div>The Commission adopted the Communication on a Battery Booster Strategy, establishing the Battery Booster Facility. The Facility aims to mobilise up to â¬1.5 billion from the Innovation Fund to support European battery cell producers during the ramp-up phase of their projects.Â </div>",In force,2026,International,International Energy Agency,2025-12-16,,https://climate.ec.europa.eu/eu-action/eu-funding-climate-action/innovation-fund/battery-booster-facility_en,,1775662641185,"[{""iso3"":""EUR"",""name"":""European Union""}]",[],[],[],"[{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Batteries""},{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Thermal storage""},{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Other""}]"
Clean Energy Investment Strategy,"<div>The Strategy aims to mobilise investment in the energy sector by improving the link between private capital and Europeâs pipeline of energy projects. To support this strategy, the European Investment Bank intends to deliver more than â¬75 billion of financing over 3 years.</div>",In force,2026,International,International Energy Agency,2026-03-10,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52026DC0116&qid=1773310237995,,1775662641268,"[{""iso3"":""EUR"",""name"":""European Union""}]",[],[],[],"[{""topic"":""Fuels"",""family"":""Economic"",""name"":""Biofuels spending programmes"",""category"":""Advanced biofuels""},{""topic"":""Power"",""family"":""Economic"",""name"":""Power generation spending programmes"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Economic"",""name"":""Power generation spending programmes"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Batteries""}]"
Incentives for energy renovation to combat energy poverty,"<div>Ministry of Environmental Protection and Green Transition has launched a USD 708 million (EUR 652 million) package for 2025 to offers subsidies for energy efficiency measures in family homes, targeting households at risk of energy poverty amid rising energy bills.</div>",In force,2025,National,International Energy Agency,2025-01-01,,https://build-up.ec.europa.eu/en/news-and-events/news/croatia-allocates-eu25-million-energy-renovation-combat-energy-poverty,,1777284700814,"[{""iso3"":""HRV"",""name"":""Croatia""}]",[],[],[],"[{""topic"":""Buildings"",""family"":""Economic"",""name"":""Energy-efficient buildings spending programmes"",""category"":""Existing buildings""}]"
Programme for the Procurement of Vehicles with Alternative Drivetrains for Public Local and Regional Transport,<div>The programme is a funding initiative for the procurement of battery-electric buses and associated charging infrastructure with a mobilised budget of USD 177 million (EUR 163 million) to support the acquisition of 206 new electric buses.</div>,In force,2026,National,International Energy Agency,2026-02-06,,https://alternative-fuels-observatory.ec.europa.eu/general-information/news/croatia-completes-funding-round-206-electric-buses-advancing-clean-public,,1777284751775,"[{""iso3"":""HRV"",""name"":""Croatia""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Economic"",""name"":""Low-emissions and efficient transport spending programmes"",""category"":""Buses""}]"
Programme to support strategic investments 2025-2033,"<div>The programme aims at attracting investments for the domestic manufacturing of clean energy technologies, notably batteries, solar panels, wind turbines, heat pumps and electrolysers.Â </div>",In force,2025,National,International Energy Agency,2024-12-18,2033,https://mpo.gov.cz/cz/rozcestnik/pro-media/tiskove-zpravy/vlada-schvalila-novy-program-na-podporu-strategickych-investic--pomuze-nejen-s-transformaci-prumyslu--285229/,,1774952003891,"[{""iso3"":""CZE"",""name"":""Czech Republic""}]",[],[],[],"[{""topic"":""Power"",""family"":""Economic"",""name"":""Power generation spending programmes"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Economic"",""name"":""Power generation spending programmes"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Batteries""}]"
 Clean Industrial Deal State Aid Framework,"<div>Within the framework of the EU Clean Industrial Deal State Aid Framework, Greece set a EUR 400 million scheme to support clean technology manufacturing capacity, along with renewable fuels, and measures allowing temporary electricity price relief for energy-intensive industries.</div>",In force,2026,National,International Energy Agency,2026-02-24,,https://ec.europa.eu/commission/presscorner/detail/es/ip_26_449,,1775052016002,"[{""iso3"":""GRC"",""name"":""Greece""}]",[],[],[],"[{""topic"":""Fuels"",""family"":""Economic"",""name"":""Biofuels spending programmes"",""category"":""Advanced biofuels""},{""topic"":""Industry"",""family"":""Economic"",""name"":""Energy efficiency and recycling spending programmes"",""category"":null}]"
AAP DECARB FLASH,<div>AAP DECARB FLASH 2025â2027 aims to fund initiatives focusing on:<br><br></div><ul><li>the recovery of waste heat;</li><li>energy efficiency;</li><li>changes to the energy mix;</li><li>building insulation;</li><li>reducing fossil fuel consumption through the generation of renewable energy.Â </li></ul>,In force,2025,National,International Energy Agency,2025-04-10,2027,https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/catalogue/aap/decarb-flash-2025-2027,,1775123824602,"[{""iso3"":""FRA"",""name"":""France""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Economic"",""name"":""Energy efficiency and recycling spending programmes"",""category"":null}]"
Major Industrial Decarbonisation Projects,"<div>This investment programme will support electrification, improving energy efficiency, changing the energy mix or the materials mix, CCUS projects. 4 plants (1 aluminium and 3 cement) are targeted together with CO2 transport infrastructure.</div>",In force,2026,National,International Energy Agency,2026-02-11,,https://www.entreprises.gouv.fr/la-dge/actualites/sept-projets-laureats-de-lappel-doffres-grands-projets-industriels-de,,1775126433367,"[{""iso3"":""FRA"",""name"":""France""}]",[],[],[],"[{""topic"":""Fuels"",""family"":""Economic"",""name"":""Carbon capture, use and storage spending programmes"",""category"":null},{""topic"":""Industry"",""family"":""Economic"",""name"":""Energy efficiency and recycling spending programmes"",""category"":null}]"
Scheme for manufacturing capacity for clean technologies,"<div>The Hungarian government designed a USD 4.5 billion (EUR 4.1 billion) aid scheme to expand manufacturing capacity for clean technologies, such as batteries and solar panels, in line with the EU's net-zero transition goals. The initiative provides grants and tax advantages until 2030 to incentivise strategic investments in the production of net-zero components across the entire country.Â </div>",In force,2025,National,International Energy Agency,2025-12-17,,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_3091,,1775203541736,"[{""iso3"":""HUN"",""name"":""Hungary""}]",[],[],[],"[{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Batteries""},{""topic"":""Fuels"",""family"":""Economic"",""name"":""Hydrogen spending programmes"",""category"":null},{""topic"":""Industry"",""family"":""Economic"",""name"":""Energy efficiency and recycling spending programmes"",""category"":null},{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Other""}]"
Home Energy Storage Programme,"<div>The programme provides a USD 6,800 (HUF 2.5 million ) non-refundable subsidy for families to install energy storage systems with a minimum 10 kWh capacity, aiming to increase self-sufficiency and lower electricity bills.Â </div>",In force,2026,National,International Energy Agency,2026-01-01,,https://kormany.hu/otthonienergiatarolo,,1775206280586,"[{""iso3"":""HUN"",""name"":""Hungary""}]",[],[],[],"[{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Batteries""}]"
Malta updated National Energy and Climate Plan,"<div>Malta updated its National Energy and Climate Plan with new energy-related targets and policies: Â </div><ul><li>25% renewable energy share by 2030 through expanded solar PV and new offshore wind policies</li><li>Commissioning a second interconnector with Italy and installing large-scale battery storage systems</li><li>Renovation of public buildings to reduce primary demand and replacing 34,000 streetlights with LEDs</li></ul>",In force,2025,National,International Energy Agency,2024-12-01,,https://commission.europa.eu/document/download/fa771c65-e790-4e83-a373-5449283bac3c_en?filename=MT%20%E2%80%93%20FINAL%20UPDATED%20NECP%202021-%202030%20%28English%29.pdf,,1777290047393,"[{""iso3"":""MLT"",""name"":""Malta""}]",[],[],[],"[{""topic"":""Economy-wide"",""family"":""General legal framework"",""name"":""Master Energy Plan"",""category"":null}]"
Clean Transition Aid Scheme for Industrial Investments,"<div>Finland introduced a â¬400 million aid scheme in 2025 to support industrial investments that decarbonise production processes and improve energy efficiency. The programme provides government grants for projects with eligible costs of at least â¬30 million, targeting emissions reductions, electrification, and efficiency improvements in key industrial sectors.Â </div>",In force,2025,National,International Energy Agency,2025-01-13,,https://valtioneuvosto.fi/en/-/1410877/government-adopts-clean-transition-aid-scheme-for-industrial-investments-eur-400-million-reserved-for-2025,,1775662644416,"[{""iso3"":""FIN"",""name"":""Finland""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Economic"",""name"":""Energy efficiency and recycling spending programmes"",""category"":null}]"
Climate Action Plan 2025 (CAP25),"<div>CAP25 is the latest annual update to Irelandâs national climate strategy, prepared under the Climate Action and Low Carbon Development (Amendment) Act 2021. It provides a vertically integrated policy framework that aligns national planning with legally binding carbon budgets and sectoral emissions ceilings. The plan is designed to be read in conjunction with CAP24, focusing on ""turbocharging delivery"" and completing high-impact legacy actions.<br><br></div><div>Core Energy and Climate Targets (by 2030):</div><ul><li>Renewable Electricity: Increase the share of renewable electricity generation to 80%.</li><li>Capacity Targets: Achievment of 9 GW of onshore wind, 8 GW of solar, and at least 5 GW of offshore wind.</li><li>Buildings: Retrofit 500,000 homes and install 400,000 heat pumps in existing buildings.</li><li>Energy Efficiency: A 50% improvement in public sector energy efficiency.</li><li>Transport: A 20% reduction in total vehicle kilometres travelled and a 50% reduction in fuel usage.</li></ul><div><br></div><div>Governance and Funding:</div><ul><li>Oversight: The Department of the Taoiseach oversees quarterly progress reporting to ensure cross-departmental coordination.</li><li>Investment: Budget 2025 allocated â¬951 million in carbon tax revenues to fund these initiatives.</li><li>Strategic Alignment: The plan integrates with the National Energy and Climate Plan (NECP) and the Long-term Climate Strategy, providing the link between 2030 targets and mid-century neutrality.</li></ul>",In force,2025,National,International Energy Agency,2025-01-01,,https://assets.gov.ie/static/documents/c491032e/DECC_Climate_Action_Plan_2025_Main_Report_-_Final_Web.pdf,,1775662652019,"[{""iso3"":""IRL"",""name"":""Ireland""}]",[],[],[],"[{""topic"":""Economy-wide"",""family"":""General legal framework"",""name"":""Master Energy Plan"",""category"":null}]"
Business Energy Upgrades Scheme (2025),"<div>Â Launched in April 2025, the Business Energy Upgrades Scheme provides capital grants to SMEs and enterprises for energy efficiency and decarbonisation investments. Grants support measures such as heat pumps (up to ~â¬100,000), solar PV, heat recovery systems, and building fabric upgrades, with pre-approved fixed payments and rapid approval processes. The scheme also funds energy audits and advisory services to design projects. It targets reductions in energy costs and emissions across commercial and industrial buildings, complementing broader SEAI programmes that have delivered over â¬175 million in funding to 13,000 businesses in recent years.Â </div>",In force,2025,National,International Energy Agency,2025-04-14,,https://www.gov.ie/en/department-of-climate-energy-and-the-environment/press-releases/minister-darragh-obrien-officially-launches-the-business-energy-upgrades-scheme/,,1775662646971,"[{""iso3"":""IRL"",""name"":""Ireland""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Economic"",""name"":""Energy efficiency and recycling spending programmes"",""category"":null},{""topic"":""Buildings"",""family"":""Economic"",""name"":""Energy-efficient appliances spending programmes"",""category"":null}]"
Strategic Gas Emergency Reserve (FSRU),"<div>In March 2025, Ireland approved a state-led strategic gas emergency reserve to strengthen energy security and ensure compliance with the EU N-1 infrastructure standard. The reserve will be delivered as a Floating Storage and Regasification Unit (FSRU), owned and operated by Gas Networks Ireland on behalf of the State. It is designed as a non-commercial, emergency-only facility, activated during supply disruptions, and explicitly defined as a temporary transitional measure to avoid fossil fuel lock-in while Ireland expands renewable energy and reduces import dependence.Â </div>",In force,2025,National,International Energy Agency,2025-03-04,,https://www.gov.ie/en/department-of-climate-energy-and-the-environment/press-releases/government-approves-development-of-state-led-strategic-gas-emergency-reserve/,,1775662644569,"[{""iso3"":""IRL"",""name"":""Ireland""}]",[],[],[],"[{""topic"":""Fuels"",""family"":""Prescriptive"",""name"":""Gas stockholding obligation"",""category"":""Strategic reserves""}]"
Electricity storage facilities support programme,"<div>Lithuania implemented a programme to support the deployment of electricity storage facilities through multiple funding calls in 2025. The scheme includes EUR 45 million allocated in October 2025, EUR 37.3 million in additional funding following oversubscription, and EUR 18 million in earlier grants, with subsidies covering up to 30% of project costs. Eligible projects include high-capacity storage installations (typically â¥15 MW). Applications exceeded EUR 197 million, with planned deployment exceeding 1 700 MW and 4 000 MWh of storage capacity, aiming to enhance system flexibility and support renewable energy integration.</div>",In force,2025,National,International Energy Agency,2024-03-24,,https://enmin.lrv.lt/lt/naujienos/paskelbtas-45-mln-eur-kvietimas-dideles-galios-elektros-energijos-kaupimo-irenginiams-5chV/,,1775662647271,"[{""iso3"":""LTU"",""name"":""Lithuania""}]",[],[],[],"[{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Batteries""}]"
Schemes to support renewable energy projects by households,<div>The scheme is a USD 11.2 million (EUR 10.3 million) investment designed to support households in installing photovoltaic systems and battery storage.Â </div>,In force,2025,National,International Energy Agency,2025-02-24,,https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2025/02/24/pr250313en.aspx,,1775594067305,"[{""iso3"":""MLT"",""name"":""Malta""}]",[],[],[],"[{""topic"":""Power"",""family"":""Economic"",""name"":""Power generation spending programmes"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Batteries""}]"
Incentive System for Climate and Energy Transition (SITCE),"<div>SITCE is a Portuguese incentive system under Compete 2030 focused on supporting company decarbonisation and energy efficiency. It funds the transition to low-carbon technologies, equipment adaptation, and the integration of renewable energy sources. With a USD 179 million (EUR 165 million) FEDER budget, the programme provides co-financing rates of up to 85% for eligible companies of various sizes.Â </div>",In force,2026,National,International Energy Agency,2026-01-26,,https://www.compete2030.gov.pt/avisos/sitce-descarbonizacao-e-eficiencia-energetica-mpr-2026-01/,,1775715902571,"[{""iso3"":""PRT"",""name"":""Portugal""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Economic"",""name"":""Energy efficiency and recycling spending programmes"",""category"":null}]"
Grants for the purchase of electric taxis,"<div>The initiative is a USD 1.08 million (EUR 1 million) tender to the national taxi sector. It provides grants of up to â¬6,000 for the purchase of electric vehicles and an additional USD 6,500 (EUR 6,000) for scrapping taxis older than ten years.Â </div>",In force,2025,National,International Energy Agency,2025-06-04,,https://www.portugal.gov.pt/pt/gc24/comunicacao/noticia?i=governo-reforca-com-mais-um-milhao-de-euros-o-apoio-a-modernizacao-do-setor-dos-taxis,,1777294868067,"[{""iso3"":""PRT"",""name"":""Portugal""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Economic"",""name"":""Low-emissions and efficient transport spending programmes"",""category"":""Urban transit""}]"
Investment to the installation of battery energy storage systems,<div>This funding of USD 65.5 million (EUR 60.25 million) from the Recovery and Resilience Plan (PRR) is specifically directed toward private renewable energy producers for the installation of battery energy storage systems connected to the public network.</div>,In force,2026,National,International Energy Agency,2026-05-11,,https://www.portugal.gov.pt/pt/gc25/comunicacao/comunicado?i=mais-de-60-milhoes-de-euros-para-a-resiliencia-da-rede-eletrica-nacional-,,1775810358390,"[{""iso3"":""PRT"",""name"":""Portugal""}]",[],[],[],"[{""topic"":""Power"",""family"":""Economic"",""name"":""Battery storage spending programmes"",""category"":""Batteries""}]"
Scheme to Promote Manufacturing of Sintered Rare Earth Permanent Magnet,"<div>The Scheme aims to establish fully integrated domestic manufacturing ecosystem for rare-earth permanent magnets (REPMs) in India, from oxide feedstocks to end products. It has a budgetary outlay of INR 7 280 crore (~ 670 MEUR) and intends to create manufacturing capacity of 6 000 metric tonnes per annum (MTPA) of sintered REPMs.<br><br></div><div>The key features of the Scheme are listed below:</div><ol><li><strong>Beneficiaries</strong>: The manufacturing capacity of 6 000 MTPA will be allocated among 5 beneficiaries through bidding;</li><li><strong>Incentives</strong>: The beneficiaries will receive sales-linked incentive of INR 6,450 crore (~ 590 MEUR) on the sale of sintered REPMs over 5 years (after a 2-year gestation period);</li><li><strong>Capital Subsidy:</strong> The beneficiaries will receive capital subsidies of INR 750 crore (~ 70 MEUR) for setting up their manufacturing capacity;</li><li><strong>Feedstock</strong>: Three lowest-bidding beneficiaries will receive an assured limited supply of rare-earth oxides from IREL (India) Ltd, a public sector undertaking.</li></ol>",In force,2026,National,International Energy Agency,2025-12-15,,https://heavyindustries.gov.in/sites/default/files/2025-12/scheme_notification_0.pdf,,1776098384991,"[{""iso3"":""IND"",""name"":""India""}]",[],[],[],"[{""topic"":""Critical Minerals"",""family"":""Economic"",""name"":""Public investment"",""category"":null},{""topic"":""Critical Minerals"",""family"":""Economic"",""name"":""Financing"",""category"":null}]"
Clean technology manufacturing support scheme 2026-2030,"<div>Under the EU Clean Industry Pact framework, Luxembourg set up a direct subsidy scheme amounting EUR 500 million aimed at supporting domestic clean technology manufacturing. These include solar and wind technologies, heat pumps, and battery technologies.</div>",In force,2026,National,International Energy Agency,2026-03-27,2030,https://luxembourg.representation.ec.europa.eu/actualites-et-evenements/actualites/kommission-genehmigt-mit-500-mio-eur-ausgestattete-luxemburgische-beihilferegelung-zur-forderung-von-2026-03-27_fr,,1775898247641,"[{""iso3"":""LUX"",""name"":""Luxembourg""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Economic"",""name"":""Energy efficiency and recycling spending programmes"",""category"":null}]"
