event_id,policy_id,country,policy_name,timeline_year,timeline_lane,policy_type,policy_subtype,risk_level,risk_score,impact_score,relevance_score,timeline_weight,is_stock_constraint,is_future_constraint,catl_risk_dimension,risk_direction,summary_label,hover_text,source_url,url,policy_risk_score_norm
timeline_policy_germany_eu_s_just_transition_fund_for_electrolysis_saxony_anhalt_2025,policy_germany_eu_s_just_transition_fund_for_electrolysis_saxony_anhalt_2025,Germany,EU's Just Transition Fund for electrolysis (Saxony-Anhalt),2025,政策支持与供应稳定,subsidy_support,unknown,低,0.0,0.35,0.55,0.238,False,False,supply_stability,supportive,Germany｜subsidy_support｜低,国家：Germany<br>政策名称：EU's Just Transition Fund for electrolysis (Saxony-Anhalt)<br>政策类型：subsidy_support<br>生效年份：2025<br>风险等级：低<br>风险分数：0.00<br>影响维度：supply_stability<br>来源：https://mwu.sachsen-anhalt.de/artikel-detail/energieministerium-unterstuetzt-aufbau-von-gruener-wasserstoffwirtschaft-mit-87-mio-euro,https://mwu.sachsen-anhalt.de/artikel-detail/energieministerium-unterstuetzt-aufbau-von-gruener-wasserstoffwirtschaft-mit-87-mio-euro,https://mwu.sachsen-anhalt.de/artikel-detail/energieministerium-unterstuetzt-aufbau-von-gruener-wasserstoffwirtschaft-mit-87-mio-euro,0.0
timeline_policy_republic_of_turkiye_support_for_solar_and_wind_projects_2025,policy_republic_of_turkiye_support_for_solar_and_wind_projects_2025,Republic of Turkiye,Support for Solar and Wind Projects,2025,政策支持与供应稳定,subsidy_support,unknown,低,0.0,0.35,0.55,0.238,False,False,supply_stability,supportive,Republic of Turkiye｜subsidy_support｜低,国家：Republic of Turkiye<br>政策名称：Support for Solar and Wind Projects<br>政策类型：subsidy_support<br>生效年份：2025<br>风险等级：低<br>风险分数：0.00<br>影响维度：supply_stability<br>来源：https://enerji.gov.tr/haber-detay?id=31608,https://enerji.gov.tr/haber-detay?id=31608,https://enerji.gov.tr/haber-detay?id=31608,0.0
timeline_policy_korea_measures_to_strengthen_the_competitiveness_of_eco_friendly_vehicles_and_secondary_batteries_2025,policy_korea_measures_to_strengthen_the_competitiveness_of_eco_friendly_vehicles_and_secondary_batteries_2025,Korea,Measures to Strengthen the Competitiveness of Eco-friendly Vehicles and Secondary Batteries,2025,政策支持与供应稳定,subsidy_support,unknown,低,0.0,0.35,0.35,0.197,False,False,supply_stability,supportive,Korea｜subsidy_support｜低,国家：Korea<br>政策名称：Measures to Strengthen the Competitiveness of Eco-friendly Vehicles and Secondary Batteries<br>政策类型：subsidy_support<br>生效年份：2025<br>风险等级：低<br>风险分数：0.00<br>影响维度：supply_stability<br>来源：https://www.businesskorea.co.kr/news/articleView.html?idxno=233682,https://www.businesskorea.co.kr/news/articleView.html?idxno=233682,https://www.businesskorea.co.kr/news/articleView.html?idxno=233682,0.0
timeline_policy_austria_environmental_promotion_act_ufg_industry_transformation_grant_2025_2025,policy_austria_environmental_promotion_act_ufg_industry_transformation_grant_2025_2025,Austria,Environmental Promotion Act (UFG) - Industry Transformation Grant 2025,2025,政策支持与供应稳定,subsidy_support,unknown,低,0.0,0.35,0.35,0.197,False,False,supply_stability,supportive,Austria｜subsidy_support｜低,国家：Austria<br>政策名称：Environmental Promotion Act (UFG) - Industry Transformation Grant 2025<br>政策类型：subsidy_support<br>生效年份：2025<br>风险等级：低<br>风险分数：0.00<br>影响维度：supply_stability<br>来源：https://www.bdo.at/de-at/blog/forderung-forschung/neue-foerdermoeglichkeit-fuer-klimafreundliche-technologien,https://www.bdo.at/de-at/blog/forderung-forschung/neue-foerdermoeglichkeit-fuer-klimafreundliche-technologien,https://www.bdo.at/de-at/blog/forderung-forschung/neue-foerdermoeglichkeit-fuer-klimafreundliche-technologien,0.0
timeline_policy_greece_storage_systems_in_enterprises_2025,policy_greece_storage_systems_in_enterprises_2025,Greece,Storage Systems in Enterprises,2025,政策支持与供应稳定,subsidy_support,unknown,低,0.0,0.35,0.35,0.197,False,False,supply_stability,supportive,Greece｜subsidy_support｜低,国家：Greece<br>政策名称：Storage Systems in Enterprises<br>政策类型：subsidy_support<br>生效年份：2025<br>风险等级：低<br>风险分数：0.00<br>影响维度：supply_stability<br>来源：https://ypen.gov.gr/systimata-apothikefsis-stis-epicheiriseis-anoixe-simera-gia-ypovoli-aitiseon/,https://ypen.gov.gr/systimata-apothikefsis-stis-epicheiriseis-anoixe-simera-gia-ypovoli-aitiseon/,https://ypen.gov.gr/systimata-apothikefsis-stis-epicheiriseis-anoixe-simera-gia-ypovoli-aitiseon/,0.0
timeline_policy_cyprus_grant_scheme_for_energy_storage_systems_in_combination_with_renewable_energy_sources_2025,policy_cyprus_grant_scheme_for_energy_storage_systems_in_combination_with_renewable_energy_sources_2025,Cyprus,Grant Scheme for Energy Storage Systems in Combination with Renewable Energy Sources,2025,政策支持与供应稳定,subsidy_support,unknown,低,0.0,0.35,0.35,0.197,False,False,supply_stability,supportive,Cyprus｜subsidy_support｜低,国家：Cyprus<br>政策名称：Grant Scheme for Energy Storage Systems in Combination with Renewable Energy Sources<br>政策类型：subsidy_support<br>生效年份：2025<br>风险等级：低<br>风险分数：0.00<br>影响维度：supply_stability<br>来源：https://www.gov.cy/energeia-eborio-viomichania/schedio-chorigion-gia-systimata-apothikefsis-energeias-se-syndyasmo-me-erga-ananeosimon-pigon-energeias-ape/,https://www.gov.cy/energeia-eborio-viomichania/schedio-chorigion-gia-systimata-apothikefsis-energeias-se-syndyasmo-me-erga-ananeosimon-pigon-energeias-ape/,https://www.gov.cy/energeia-eborio-viomichania/schedio-chorigion-gia-systimata-apothikefsis-energeias-se-syndyasmo-me-erga-ananeosimon-pigon-energeias-ape/,0.0
timeline_policy_netherlands_2025_sustainable_energy_production_and_climate_transition_incentive_scheme_sde_2025,policy_netherlands_2025_sustainable_energy_production_and_climate_transition_incentive_scheme_sde_2025,Netherlands,2025 Sustainable Energy Production and Climate Transition Incentive Scheme (SDE++),2025,政策支持与供应稳定,subsidy_support,unknown,低,0.0,0.35,0.35,0.197,False,False,supply_stability,supportive,Netherlands｜subsidy_support｜低,国家：Netherlands<br>政策名称：2025 Sustainable Energy Production and Climate Transition Incentive Scheme (SDE++)<br>政策类型：subsidy_support<br>生效年份：2025<br>风险等级：低<br>风险分数：0.00<br>影响维度：supply_stability<br>来源：https://www.rijksoverheid.nl/actueel/nieuws/2025/02/21/vanaf-oktober-opnieuw-subsidie-voor-meer-duurzame-energie,https://www.rijksoverheid.nl/actueel/nieuws/2025/02/21/vanaf-oktober-opnieuw-subsidie-voor-meer-duurzame-energie,https://www.rijksoverheid.nl/actueel/nieuws/2025/02/21/vanaf-oktober-opnieuw-subsidie-voor-meer-duurzame-energie,0.0
timeline_policy_algeria_support_for_the_acquisition_and_implementation_of_high_performance_industrial_equipment_and_or_processes_,policy_algeria_support_for_the_acquisition_and_implementation_of_high_performance_industrial_equipment_and_or_processes_,Algeria,Support for the acquisition and implementation of high-performance industrial equipment and/or processes,2025,政策支持与供应稳定,subsidy_support,unknown,低,0.0,0.35,0.35,0.197,False,False,supply_stability,supportive,Algeria｜subsidy_support｜低,国家：Algeria<br>政策名称：Support for the acquisition and implementation of high-performance industrial equipment and/or processes<br>政策类型：subsidy_support<br>生效年份：2025<br>风险等级：低<br>风险分数：0.00<br>影响维度：supply_stability<br>来源：https://aprue.org.dz/fr/programmes-publics/programme-national-de-maitrise-de-lenergie/industrie/,https://aprue.org.dz/fr/programmes-publics/programme-national-de-maitrise-de-lenergie/industrie/,https://aprue.org.dz/fr/programmes-publics/programme-national-de-maitrise-de-lenergie/industrie/,0.0
timeline_policy_finland_clean_transition_aid_scheme_for_industrial_investments_2025,policy_finland_clean_transition_aid_scheme_for_industrial_investments_2025,Finland,Clean Transition Aid Scheme for Industrial Investments,2025,政策支持与供应稳定,subsidy_support,unknown,低,0.0,0.35,0.35,0.197,False,False,supply_stability,supportive,Finland｜subsidy_support｜低,国家：Finland<br>政策名称：Clean Transition Aid Scheme for Industrial Investments<br>政策类型：subsidy_support<br>生效年份：2025<br>风险等级：低<br>风险分数：0.00<br>影响维度：supply_stability<br>来源：https://valtioneuvosto.fi/en/-/1410877/government-adopts-clean-transition-aid-scheme-for-industrial-investments-eur-400-million-reserved-for-2025,https://valtioneuvosto.fi/en/-/1410877/government-adopts-clean-transition-aid-scheme-for-industrial-investments-eur-400-million-reserved-for-2025,https://valtioneuvosto.fi/en/-/1410877/government-adopts-clean-transition-aid-scheme-for-industrial-investments-eur-400-million-reserved-for-2025,0.0
timeline_policy_ireland_business_energy_upgrades_scheme_2025_2025,policy_ireland_business_energy_upgrades_scheme_2025_2025,Ireland,Business Energy Upgrades Scheme (2025),2025,政策支持与供应稳定,subsidy_support,unknown,低,0.0,0.35,0.35,0.197,False,False,supply_stability,supportive,Ireland｜subsidy_support｜低,国家：Ireland<br>政策名称：Business Energy Upgrades Scheme (2025)<br>政策类型：subsidy_support<br>生效年份：2025<br>风险等级：低<br>风险分数：0.00<br>影响维度：supply_stability<br>来源：https://www.gov.ie/en/department-of-climate-energy-and-the-environment/press-releases/minister-darragh-obrien-officially-launches-the-business-energy-upgrades-scheme/,https://www.gov.ie/en/department-of-climate-energy-and-the-environment/press-releases/minister-darragh-obrien-officially-launches-the-business-energy-upgrades-scheme/,https://www.gov.ie/en/department-of-climate-energy-and-the-environment/press-releases/minister-darragh-obrien-officially-launches-the-business-energy-upgrades-scheme/,0.0
timeline_policy_lithuania_electricity_storage_facilities_support_programme_2025,policy_lithuania_electricity_storage_facilities_support_programme_2025,Lithuania,Electricity storage facilities support programme,2025,政策支持与供应稳定,subsidy_support,unknown,低,0.0,0.35,0.35,0.197,False,False,supply_stability,supportive,Lithuania｜subsidy_support｜低,国家：Lithuania<br>政策名称：Electricity storage facilities support programme<br>政策类型：subsidy_support<br>生效年份：2025<br>风险等级：低<br>风险分数：0.00<br>影响维度：supply_stability<br>来源：https://enmin.lrv.lt/lt/naujienos/paskelbtas-45-mln-eur-kvietimas-dideles-galios-elektros-energijos-kaupimo-irenginiams-5chV/,https://enmin.lrv.lt/lt/naujienos/paskelbtas-45-mln-eur-kvietimas-dideles-galios-elektros-energijos-kaupimo-irenginiams-5chV/,https://enmin.lrv.lt/lt/naujienos/paskelbtas-45-mln-eur-kvietimas-dideles-galios-elektros-energijos-kaupimo-irenginiams-5chV/,0.0
timeline_policy_india_customs_duty_exemptions_on_import_of_goods_for_processing_critical_minerals_2026,policy_india_customs_duty_exemptions_on_import_of_goods_for_processing_critical_minerals_2026,India,Customs duty exemptions on import of goods for processing critical minerals,2026,出口限制与本地加工,local_processing,domestic_processing,极高,0.96,0.9,0.9,0.897,False,False,investment_access;project_schedule,restrictive,India｜local_processing｜极高,国家：India<br>政策名称：Customs duty exemptions on import of goods for processing critical minerals<br>政策类型：local_processing<br>生效年份：2026<br>风险等级：极高<br>风险分数：0.96<br>影响维度：investment_access;project_schedule<br>来源：https://www.indiabudget.gov.in/doc/Finance_Bill.pdf,https://www.indiabudget.gov.in/doc/Finance_Bill.pdf,https://www.indiabudget.gov.in/doc/Finance_Bill.pdf,0.96
timeline_policy_canada_sustainable_jobs_action_plan_2026_2030_2026,policy_canada_sustainable_jobs_action_plan_2026_2030_2026,Canada,Sustainable Jobs Action Plan 2026-2030,2026,税费权利金与许可约束,tax_royalty,tax_change,高,0.73,0.9,0.55,0.744,False,False,procurement_cost;valuation_impact,restrictive,Canada｜tax_royalty｜高,国家：Canada<br>政策名称：Sustainable Jobs Action Plan 2026-2030<br>政策类型：tax_royalty<br>生效年份：2026<br>风险等级：高<br>风险分数：0.73<br>影响维度：procurement_cost;valuation_impact<br>来源：https://natural-resources.canada.ca/sustainable-jobs/building-prosperous-future-workers-communities-canada-s-2026-2030-sustainable-jobs-action-plan,https://natural-resources.canada.ca/sustainable-jobs/building-prosperous-future-workers-communities-canada-s-2026-2030-sustainable-jobs-action-plan,https://natural-resources.canada.ca/sustainable-jobs/building-prosperous-future-workers-communities-canada-s-2026-2030-sustainable-jobs-action-plan,0.73
timeline_policy_australia_the_foreign_investment_review_framework_2026,policy_australia_the_foreign_investment_review_framework_2026,Australia,The Foreign Investment Review Framework,2026,税费权利金与许可约束,investment_restriction,foreign_investment_screening,高,0.75,0.7,0.7,0.732,False,False,investment_access,restrictive,Australia｜investment_restriction｜高,国家：Australia<br>政策名称：The Foreign Investment Review Framework<br>政策类型：investment_restriction<br>生效年份：2026<br>风险等级：高<br>风险分数：0.75<br>影响维度：investment_access<br>来源：https://foreigninvestment.gov.au/investing-in-australia/foreign-investment-framework,https://foreigninvestment.gov.au/investing-in-australia/foreign-investment-framework,https://foreigninvestment.gov.au/investing-in-australia/foreign-investment-framework,0.75
timeline_policy_india_policy_for_exploration_of_critical_minerals_in_new_projects_and_recovery_of_critical_minerals_from_overburd,policy_india_policy_for_exploration_of_critical_minerals_in_new_projects_and_recovery_of_critical_minerals_from_overburd,India,"Policy for Exploration of Critical Minerals in New Projects and Recovery of Critical Minerals from Overburden, Dumps and Tailings of Existing Mines, 2025",2026,税费权利金与许可约束,permitting,project_license,中高,0.63,0.9,0.7,0.689,False,False,project_schedule,restrictive,India｜permitting｜中高,"国家：India<br>政策名称：Policy for Exploration of Critical Minerals in New Projects and Recovery of Critical Minerals from Overburden, Dumps and Tailings of Existing Mines, 2025<br>政策类型：permitting<br>生效年份：2026<br>风险等级：中高<br>风险分数：0.63<br>影响维度：project_schedule<br>来源：https://mines.gov.in/admin/download/696db55d0647f1768797533.pdf",https://mines.gov.in/admin/download/696db55d0647f1768797533.pdf,https://mines.gov.in/admin/download/696db55d0647f1768797533.pdf,0.63
timeline_policy_malaysia_malaysia_carbon_tax_2026,policy_malaysia_malaysia_carbon_tax_2026,Malaysia,Malaysia Carbon Tax,2026,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Malaysia｜tax_royalty｜中高,国家：Malaysia<br>政策名称：Malaysia Carbon Tax<br>政策类型：tax_royalty<br>生效年份：2026<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.bharian.com.my/rencana/lain-lain/2024/03/1225263/pertimbang-laksana-cukai-karbon-demi-kelestarian-alam-ekonomi,https://www.bharian.com.my/rencana/lain-lain/2024/03/1225263/pertimbang-laksana-cukai-karbon-demi-kelestarian-alam-ekonomi,https://www.bharian.com.my/rencana/lain-lain/2024/03/1225263/pertimbang-laksana-cukai-karbon-demi-kelestarian-alam-ekonomi,0.6
timeline_policy_morocco_finance_law_2025_carbon_tax_2026,policy_morocco_finance_law_2025_carbon_tax_2026,Morocco,Finance Law 2025 - Carbon tax,2026,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Morocco｜tax_royalty｜中高,国家：Morocco<br>政策名称：Finance Law 2025 - Carbon tax<br>政策类型：tax_royalty<br>生效年份：2026<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://leseco.ma/business/taxe-carbone-le-maroc-veut-verdir-son-economie-sans-sacrifier-sa-competitivite.html,https://leseco.ma/business/taxe-carbone-le-maroc-veut-verdir-son-economie-sans-sacrifier-sa-competitivite.html,https://leseco.ma/business/taxe-carbone-le-maroc-veut-verdir-son-economie-sans-sacrifier-sa-competitivite.html,0.6
timeline_policy_chinese_taipei_regulations_governing_the_collection_of_carbon_fees_2026,policy_chinese_taipei_regulations_governing_the_collection_of_carbon_fees_2026,Chinese Taipei,Regulations Governing the Collection of Carbon Fees,2026,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Chinese Taipei｜tax_royalty｜中高,国家：Chinese Taipei<br>政策名称：Regulations Governing the Collection of Carbon Fees<br>政策类型：tax_royalty<br>生效年份：2026<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.moenv.gov.tw/en/375192F88A851A76/553ddb95-ea29-46ae-a362-2124acdb845a,https://www.moenv.gov.tw/en/375192F88A851A76/553ddb95-ea29-46ae-a362-2124acdb845a,https://www.moenv.gov.tw/en/375192F88A851A76/553ddb95-ea29-46ae-a362-2124acdb845a,0.6
timeline_policy_ecuador_budget_2026_compensations_to_mitigate_the_impact_of_the_gradual_elimination_of_fuel_subsidies_2026,policy_ecuador_budget_2026_compensations_to_mitigate_the_impact_of_the_gradual_elimination_of_fuel_subsidies_2026,Ecuador,Budget 2026 - compensations to mitigate the impact of the gradual elimination of fuel subsidies,2026,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Ecuador｜tax_royalty｜中高,国家：Ecuador<br>政策名称：Budget 2026 - compensations to mitigate the impact of the gradual elimination of fuel subsidies<br>政策类型：tax_royalty<br>生效年份：2026<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.primicias.ec/economia/proforma-subsidio-diesel-bonos-transportistas-daniel-noboa-108607/,https://www.primicias.ec/economia/proforma-subsidio-diesel-bonos-transportistas-daniel-noboa-108607/,https://www.primicias.ec/economia/proforma-subsidio-diesel-bonos-transportistas-daniel-noboa-108607/,0.6
timeline_policy_serbia_law_on_the_tax_on_import_of_carbon_intensive_products_2026,policy_serbia_law_on_the_tax_on_import_of_carbon_intensive_products_2026,Serbia,Law on the Tax on Import of Carbon-Intensive Products,2026,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Serbia｜tax_royalty｜中高,国家：Serbia<br>政策名称：Law on the Tax on Import of Carbon-Intensive Products<br>政策类型：tax_royalty<br>生效年份：2026<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://purs.gov.rs/upload/media/2025/12/15/760521/%D0%97a%D0%BA%D0%BE%D0%BD_%D0%BE_%D0%BF%D0%BE%D1%80%D0%B5%D0%B7%D0%B8%D0%BC%D0%B0_%D0%BD%D0%B0_%D1%83%D0%B2%D0%BE%D0%B7_%D1%83%D0%B3%D1%99%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D0%BE_%D0%B8%D0%BD%D1%82%D0%B5%D0%BD%D0%B7%D0%B8%D0%B2%D0%BD%D0%B8%D1%85_%D0%BF%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%BE%D0%B4%D0%B0.pdf,https://purs.gov.rs/upload/media/2025/12/15/760521/%D0%97a%D0%BA%D0%BE%D0%BD_%D0%BE_%D0%BF%D0%BE%D1%80%D0%B5%D0%B7%D0%B8%D0%BC%D0%B0_%D0%BD%D0%B0_%D1%83%D0%B2%D0%BE%D0%B7_%D1%83%D0%B3%D1%99%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D0%BE_%D0%B8%D0%BD%D1%82%D0%B5%D0%BD%D0%B7%D0%B8%D0%B2%D0%BD%D0%B8%D1%85_%D0%BF%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%BE%D0%B4%D0%B0.pdf,https://purs.gov.rs/upload/media/2025/12/15/760521/%D0%97a%D0%BA%D0%BE%D0%BD_%D0%BE_%D0%BF%D0%BE%D1%80%D0%B5%D0%B7%D0%B8%D0%BC%D0%B0_%D0%BD%D0%B0_%D1%83%D0%B2%D0%BE%D0%B7_%D1%83%D0%B3%D1%99%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D0%BE_%D0%B8%D0%BD%D1%82%D0%B5%D0%BD%D0%B7%D0%B8%D0%B2%D0%BD%D0%B8%D1%85_%D0%BF%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%BE%D0%B4%D0%B0.pdf,0.6
timeline_policy_serbia_law_109_2025_on_greenhouse_gas_emissions_tax_2026,policy_serbia_law_109_2025_on_greenhouse_gas_emissions_tax_2026,Serbia,Law 109/2025 on greenhouse gas emissions tax,2026,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Serbia｜tax_royalty｜中高,国家：Serbia<br>政策名称：Law 109/2025 on greenhouse gas emissions tax<br>政策类型：tax_royalty<br>生效年份：2026<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://mfin.gov.rs/sr/propisi-1/zakon-o-porezu-na-emisije-gasova-sa-efektom-staklene-bate-sl-glasnik-rs-br-1092025-1,https://mfin.gov.rs/sr/propisi-1/zakon-o-porezu-na-emisije-gasova-sa-efektom-staklene-bate-sl-glasnik-rs-br-1092025-1,https://mfin.gov.rs/sr/propisi-1/zakon-o-porezu-na-emisije-gasova-sa-efektom-staklene-bate-sl-glasnik-rs-br-1092025-1,0.6
timeline_policy_european_union_citizens_energy_package_2026,policy_european_union_citizens_energy_package_2026,European Union,Citizens Energy Package,2026,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,European Union｜tax_royalty｜中高,国家：European Union<br>政策名称：Citizens Energy Package<br>政策类型：tax_royalty<br>生效年份：2026<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://energy.ec.europa.eu/news/commission-boost-access-affordable-and-clean-energy-all-europeans-2026-03-10_en,https://energy.ec.europa.eu/news/commission-boost-access-affordable-and-clean-energy-all-europeans-2026-03-10_en,https://energy.ec.europa.eu/news/commission-boost-access-affordable-and-clean-energy-all-europeans-2026-03-10_en,0.6
timeline_policy_poland_lower_fuel_prices_package_2026,policy_poland_lower_fuel_prices_package_2026,Poland,Lower Fuel Prices Package,2026,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Poland｜tax_royalty｜中高,国家：Poland<br>政策名称：Lower Fuel Prices Package<br>政策类型：tax_royalty<br>生效年份：2026<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.gov.pl/web/finanse/rzad-po-raz-kolejny-przedluzyl-nizszy-vat-i-akcyze-w-ramach-pakietu-paliwowego,https://www.gov.pl/web/finanse/rzad-po-raz-kolejny-przedluzyl-nizszy-vat-i-akcyze-w-ramach-pakietu-paliwowego,https://www.gov.pl/web/finanse/rzad-po-raz-kolejny-przedluzyl-nizszy-vat-i-akcyze-w-ramach-pakietu-paliwowego,0.6
timeline_policy_people_s_republic_of_china_new_energy_vehicle_tax_exemption_half_rate_2026,policy_people_s_republic_of_china_new_energy_vehicle_tax_exemption_half_rate_2026,People's Republic of China,New Energy Vehicle Tax Exemption (half rate),2026,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,People's Republic of China｜tax_royalty｜中高,国家：People's Republic of China<br>政策名称：New Energy Vehicle Tax Exemption (half rate)<br>政策类型：tax_royalty<br>生效年份：2026<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://guangdong.chinatax.gov.cn/gdsw/wwkjxz/2023-10/17/c7395b50dcbb42c3ad35a77b478198b5/files/2d620e0186054ea796c0fcc4ae67f2fd.pptx,https://guangdong.chinatax.gov.cn/gdsw/wwkjxz/2023-10/17/c7395b50dcbb42c3ad35a77b478198b5/files/2d620e0186054ea796c0fcc4ae67f2fd.pptx,https://guangdong.chinatax.gov.cn/gdsw/wwkjxz/2023-10/17/c7395b50dcbb42c3ad35a77b478198b5/files/2d620e0186054ea796c0fcc4ae67f2fd.pptx,0.6
timeline_policy_israel_purchase_tax_on_electric_vehicles_2026,policy_israel_purchase_tax_on_electric_vehicles_2026,Israel,Purchase tax on electric vehicles,2026,税费权利金与许可约束,tax_royalty,tax_change,中高,0.6,0.7,0.35,0.555,False,False,procurement_cost;valuation_impact,restrictive,Israel｜tax_royalty｜中高,国家：Israel<br>政策名称：Purchase tax on electric vehicles<br>政策类型：tax_royalty<br>生效年份：2026<br>风险等级：中高<br>风险分数：0.60<br>影响维度：procurement_cost;valuation_impact<br>来源：https://www.timesofisrael.com/wave-of-price-rises-and-tax-hikes-takes-effect-fueling-costs-for-israelis-in-2026/,https://www.timesofisrael.com/wave-of-price-rises-and-tax-hikes-takes-effect-fueling-costs-for-israelis-in-2026/,https://www.timesofisrael.com/wave-of-price-rises-and-tax-hikes-takes-effect-fueling-costs-for-israelis-in-2026/,0.6
timeline_policy_european_union_clean_energy_investment_strategy_2026,policy_european_union_clean_energy_investment_strategy_2026,European Union,Clean Energy Investment Strategy,2026,战略规划与产业支持,strategic_plan,unknown,低,0.38,0.9,0.35,0.506,False,False,policy_compliance,supportive,European Union｜strategic_plan｜低,国家：European Union<br>政策名称：Clean Energy Investment Strategy<br>政策类型：strategic_plan<br>生效年份：2026<br>风险等级：低<br>风险分数：0.38<br>影响维度：policy_compliance<br>来源：https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52026DC0116&qid=1773310237995,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52026DC0116&qid=1773310237995,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A52026DC0116&qid=1773310237995,0.38
timeline_policy_chile_call_for_tenders_electrical_energy_storage_systems_2026,policy_chile_call_for_tenders_electrical_energy_storage_systems_2026,Chile,Call for tenders - Electrical energy storage systems,2026,其他政策约束,unknown,unknown,中,0.45,0.4,0.35,0.452,False,False,policy_compliance,neutral,Chile｜unknown｜中,国家：Chile<br>政策名称：Call for tenders - Electrical energy storage systems<br>政策类型：unknown<br>生效年份：2026<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.gob.cl/noticias/inaguramos-la-planta-la-planta-de-almacenamiento-energetico-mas-grande-de-latinoamerica/,https://www.gob.cl/noticias/inaguramos-la-planta-la-planta-de-almacenamiento-energetico-mas-grande-de-latinoamerica/,https://www.gob.cl/noticias/inaguramos-la-planta-la-planta-de-almacenamiento-energetico-mas-grande-de-latinoamerica/,0.45
timeline_policy_brazil_batteries_energy_storage_systems_auctions_2026,policy_brazil_batteries_energy_storage_systems_auctions_2026,Brazil,Batteries energy storage systems auctions,2026,其他政策约束,unknown,unknown,中,0.45,0.4,0.35,0.452,False,False,policy_compliance,neutral,Brazil｜unknown｜中,国家：Brazil<br>政策名称：Batteries energy storage systems auctions<br>政策类型：unknown<br>生效年份：2026<br>风险等级：中<br>风险分数：0.45<br>影响维度：policy_compliance<br>来源：https://www.gov.br/mme/pt-br/assuntos/noticias/alexandre-silveira-lanca-consulta-publica-para-leilao-inedito-de-sistemas-de-armazenamento-em-baterias,https://www.gov.br/mme/pt-br/assuntos/noticias/alexandre-silveira-lanca-consulta-publica-para-leilao-inedito-de-sistemas-de-armazenamento-em-baterias,https://www.gov.br/mme/pt-br/assuntos/noticias/alexandre-silveira-lanca-consulta-publica-para-leilao-inedito-de-sistemas-de-armazenamento-em-baterias,0.45
